code,name,section_code,section_name,h3_index10
9.0,ÁGUA VERDE,7.0,REGIONAL PORTÃO,"['8aa8313613b7fff', '8aa831361ad7fff', '8aa831361347fff', '8aa83136e8affff', '8aa83136e947fff', '8aa831361677fff', '8aa831361aaffff', '8aa831361667fff', '8aa831361727fff', '8aa83136108ffff', '8aa83136102ffff', '8aa83136cd57fff', '8aa831361827fff', '8aa83136e927fff', '8aa83136cc27fff', '8aa8313612dffff', '8aa804d92427fff', '8aa831361a97fff', '8aa831361a07fff', '8aa804d924d7fff', '8aa83136ccb7fff', '8aa831361857fff', '8aa831361a1ffff', '8aa83136cc87fff', '8aa804d92487fff', '8aa8313652dffff', '8aa83136188ffff', '8aa8313618affff', '8aa831361ac7fff', '8aa83136e94ffff', '8aa804d925a7fff', '8aa83136c5affff', '8aa83136126ffff', '8aa831361967fff', '8aa83136e837fff', '8aa804d92407fff', '8aa831361b27fff', '8aa83136182ffff', '8aa83136e98ffff', '8aa83136e967fff', '8aa831361a0ffff', '8aa831361757fff', '8aa804d92507fff', '8aa804d924affff', '8aa83136154ffff', '8aa831361127fff', '8aa83136170ffff', '8aa831361297fff', '8aa804d924cffff', '8aa83136cc97fff', '8aa831361257fff', '8aa83136185ffff', '8aa83136176ffff', '8aa83136139ffff', '8aa83136cd9ffff', '8aa83136122ffff', '8aa83136131ffff', '8aa83136cc8ffff', '8aa83136cd97fff', '8aa831361837fff', '8aa804d924b7fff', '8aa83136180ffff', '8aa831361ae7fff', '8aa804d92477fff', '8aa831361267fff', '8aa804d924a7fff', '8aa8313612e7fff', '8aa8313611a7fff', '8aa804d9249ffff', '8aa831361baffff', '8aa83136c527fff', '8aa8313618dffff', '8aa831361b97fff', '8aa804d925affff', '8aa831361a57fff', '8aa831361b37fff', '8aa83136cdaffff', '8aa83136cce7fff', '8aa83136ccaffff', '8aa831361367fff', '8aa831361bb7fff', '8aa831361657fff', '8aa831361217fff', '8aa804d924dffff', '8aa83136104ffff', '8aa83136cceffff', '8aa831361767fff', '8aa8313612a7fff', '8aa831361707fff', '8aa83136165ffff', '8aa804d924c7fff', '8aa831361647fff', '8aa83136526ffff', '8aa83136174ffff', '8aa83136c597fff', '8aa804d92417fff', '8aa831361ba7fff', '8aa831361087fff', '8aa83136c51ffff', '8aa831361807fff', '8aa83136e9a7fff', '8aa804d924e7fff', '8aa831361247fff', '8aa83136171ffff', '8aa831361a77fff', '8aa831365277fff', '8aa83136172ffff', '8aa83136c59ffff', '8aa831361397fff', '8aa831365247fff', '8aa83136116ffff', '8aa831361b07fff', '8aa831361a17fff', '8aa831361357fff', '8aa83136105ffff', '8aa83136cd87fff', '8aa8313612effff', '8aa831361977fff', '8aa831361387fff', '8aa804d925b7fff', '8aa831361047fff', '8aa8313610d7fff', '8aa83136156ffff', '8aa83136e807fff', '8aa83136e9affff', '8aa8313652cffff', '8aa83136e92ffff', '8aa831361227fff', '8aa831361b8ffff', '8aa83136196ffff', '8aa831361237fff', '8aa831361037fff', '8aa831361b57fff', '8aa831361847fff', '8aa83136146ffff', '8aa83136cc47fff', '8aa8313618d7fff', '8aa83136129ffff', '8aa83136114ffff', '8aa83136194ffff', '8aa831361017fff', '8aa831361b2ffff', '8aa831361007fff', '8aa831361adffff', '8aa8313612d7fff', '8aa83136cc07fff', '8aa83136e817fff', '8aa83136119ffff', '8aa83136ccdffff', '8aa831361547fff', '8aa8313612cffff', '8aa831361af7fff', '8aa831365257fff', '8aa831361077fff', '8aa83136cd8ffff', '8aa831361187fff', '8aa804d9240ffff', '8aa83136cc2ffff', '8aa83136125ffff', '8aa831361027fff', '8aa831361887fff', '8aa83136c537fff', '8aa83136120ffff', '8aa83136cc77fff', '8aa83136cdb7fff', '8aa831361137fff', '8aa8313612c7fff', '8aa8313610affff', '8aa83136134ffff', '8aa8313613affff', '8aa83136cc9ffff', '8aa831361627fff', '8aa831361197fff', '8aa831361aeffff', '8aa804d92457fff', '8aa831361ab7fff', '8aa83136ccf7fff', '8aa831361b0ffff', '8aa83136121ffff', '8aa831361aa7fff', '8aa83136111ffff', '8aa83136cd1ffff', '8aa83136cc4ffff', '8aa83136c517fff', '8aa831361867fff', '8aa804d9248ffff', '8aa831361307fff', '8aa83136175ffff', '8aa8313652c7fff', '8aa83136160ffff', '8aa83136cc37fff', '8aa83136132ffff', '8aa804d9250ffff', '8aa83136e9b7fff', '8aa831361a47fff', '8aa83136112ffff', '8aa83136109ffff', '8aa804d92497fff', '8aa83136cc0ffff', '8aa831361b87fff', '8aa8313611affff', '8aa83136166ffff', '8aa83136ccd7fff', '8aa83136e81ffff', '8aa831361737fff', '8aa831361acffff', '8aa83136e8a7fff', '8aa8313618cffff', '8aa83136e82ffff', '8aa831361207fff', '8aa804d924f7fff', '8aa83136c507fff', '8aa804d9251ffff', '8aa8313610c7fff', '8aa83136136ffff', '8aa831361947fff', '8aa831361817fff', '8aa83136101ffff', '8aa804d92597fff', '8aa83136c5a7fff', '8aa83136cca7fff', '8aa8313610effff', '8aa831361067fff', '8aa83136e90ffff', '8aa8313612b7fff', '8aa831361117fff', '8aa83136e827fff', '8aa831361a87fff', '8aa8313610dffff', '8aa831361177fff', '8aa8313610b7fff', '8aa8313618c7fff', '8aa831361377fff', '8aa83136c587fff', '8aa83136cc5ffff', '8aa83136524ffff', '8aa831361467fff', '8aa804d924effff', '8aa83136128ffff', '8aa831361a9ffff', '8aa83136138ffff', '8aa831361c4ffff', '8aa831361a37fff', '8aa83136190ffff', '8aa831361277fff', '8aa83136195ffff', '8aa8313618e7fff', '8aa804d9242ffff', '8aa83136e917fff', '8aa83136100ffff', '8aa83136e937fff', '8aa831365267fff', '8aa83136110ffff', '8aa831361a5ffff', '8aa831361317fff', '8aa831361147fff', '8aa83136cccffff', '8aa83136cd0ffff', '8aa831361057fff', '8aa8313618effff', '8aa83136e957fff', '8aa83136e95ffff', '8aa83136124ffff', '8aa831361b9ffff', '8aa83136162ffff', '8aa831361747fff', '8aa83136118ffff', '8aa804d92437fff', '8aa83136181ffff', '8aa83136525ffff', '8aa83136c50ffff', '8aa83136e987fff', '8aa8313610cffff', '8aa83136115ffff', '8aa83136e977fff', '8aa831361b1ffff', '8aa804d9255ffff', '8aa831361b47fff', '8aa831361a2ffff', '8aa831361097fff', '8aa804d92537fff', '8aa8313612affff', '8aa83136ccc7fff', '8aa83136cc57fff', '8aa8313618f7fff', '8aa83136189ffff', '8aa831361b77fff', '8aa8313610e7fff', '8aa804d9259ffff', '8aa8313610f7fff', '8aa831361337fff', '8aa83136cc17fff', '8aa831361a27fff', '8aa831361167fff', '8aa83136cc67fff', '8aa83136106ffff', '8aa831361877fff', '8aa83136e91ffff', '8aa804d92557fff', '8aa83136e80ffff', '8aa831361b5ffff', '8aa831361a8ffff', '8aa831361777fff', '8aa83136e907fff', '8aa831361157fff', '8aa8313610a7fff', '8aa804d9241ffff', '8aa83136c5b7fff', '8aa831361b17fff', '8aa831361107fff', '8aa831361957fff', '8aa831361a67fff', '8aa831361b67fff', '8aa83136130ffff', '8aa83136186ffff', '8aa831361287fff', '8aa83136135ffff', '8aa83136184ffff', '8aa83136164ffff', '8aa83136c52ffff', '8aa83136c1b7fff', '8aa804d92517fff', '8aa804d9258ffff', '8aa8313613a7fff', '8aa83136cc1ffff', '8aa83136cd5ffff', '8aa83136c58ffff', '8aa8313612f7fff', '8aa831361327fff', '8aa8313652effff', '8aa83136e96ffff', '8aa804d92587fff']"
18.0,JARDIM SOCIAL,1.0,REGIONAL MATRIZ,"['8aa831340cc7fff', '8aa83134002ffff', '8aa831340187fff', '8aa831340a1ffff', '8aa8313400e7fff', '8aa831340aaffff', '8aa831340847fff', '8aa831340c57fff', '8aa831340947fff', '8aa83134012ffff', '8aa8313400a7fff', '8aa831340127fff', '8aa83134038ffff', '8aa83134015ffff', '8aa831340057fff', '8aa831340857fff', '8aa8313400cffff', '8aa831340337fff', '8aa831340047fff', '8aa8313400affff', '8aa83134088ffff', '8aa83134011ffff', '8aa83134086ffff', '8aa831340137fff', '8aa83134031ffff', '8aa8313408e7fff', '8aa8313403a7fff', '8aa83134094ffff', '8aa831340007fff', '8aa831340c5ffff', '8aa831340327fff', '8aa8313454a7fff', '8aa831340027fff', '8aa831340567fff', '8aa831340177fff', '8aa831340877fff', '8aa831340867fff', '8aa8313402b7fff', '8aa831340a17fff', '8aa831340887fff', '8aa8313408dffff', '8aa831340237fff', '8aa83134084ffff', '8aa831340b37fff', '8aa831340cdffff', '8aa83134032ffff', '8aa831340067fff', '8aa831340807fff', '8aa83134076ffff', '8aa83134014ffff', '8aa831340167fff', '8aa831340adffff', '8aa831340c6ffff', '8aa8313400b7fff', '8aa831340ab7fff', '8aa831340767fff', '8aa831340397fff', '8aa831340117fff', '8aa831340b17fff', '8aa83134030ffff', '8aa831340b8ffff', '8aa831340b9ffff', '8aa831340147fff', '8aa83134080ffff', '8aa831340a9ffff', '8aa83134001ffff', '8aa8313403b7fff', '8aa831340c4ffff', '8aa831340077fff', '8aa831340ac7fff', '8aa8313408c7fff', '8aa8313401a7fff', '8aa8313408affff', '8aa83134095ffff', '8aa831340aa7fff', '8aa831340ceffff', '8aa83134006ffff', '8aa83134019ffff', '8aa831345487fff', '8aa831340af7fff', '8aa831340107fff', '8aa831340ba7fff', '8aa831340ad7fff', '8aa831340207fff', '8aa8313408f7fff', '8aa831340317fff', '8aa8313401affff', '8aa831340a97fff', '8aa831340307fff', '8aa831340357fff', '8aa83134018ffff', '8aa8313400effff', '8aa8313402a7fff', '8aa83134039ffff', '8aa831340017fff', '8aa831345497fff', '8aa8313400c7fff', '8aa83134096ffff', '8aa83134000ffff', '8aa83134016ffff', '8aa831340217fff', '8aa83134559ffff', '8aa8313408d7fff', '8aa8313454b7fff', '8aa831340b97fff', '8aa8313400f7fff', '8aa831340227fff', '8aa83134004ffff', '8aa831340037fff', '8aa83134085ffff', '8aa8313403affff', '8aa831340c47fff', '8aa83134081ffff', '8aa83134089ffff', '8aa831340a8ffff', '8aa831340a87fff', '8aa831340baffff', '8aa83134005ffff', '8aa831340ccffff', '8aa8313400dffff', '8aa831340157fff', '8aa831340197fff', '8aa831340b87fff', '8aa831340377fff', '8aa8313408cffff', '8aa831340bb7fff', '8aa8313401b7fff', '8aa83134548ffff', '8aa831340387fff', '8aa83134549ffff', '8aa83134082ffff', '8aa8313408effff', '8aa8313400d7fff', '8aa83134010ffff', '8aa831340ae7fff']"
57.0,XAXIM,2.0,REGIONAL BOQUEIRÃO,"['8aa831acb4d7fff', '8aa831ac80dffff', '8aa831acac07fff', '8aa831364877fff', '8aa831acaa17fff', '8aa831acbc0ffff', '8aa831acb18ffff', '8aa831ac849ffff', '8aa831acbc4ffff', '8aa831aca18ffff', '8aa831ace2d7fff', '8aa831ac8687fff', '8aa831acb8a7fff', '8aa831ac858ffff', '8aa831aca337fff', '8aa831acb4b7fff', '8aa831acb45ffff', '8aa831acac77fff', '8aa831acabb7fff', '8aa831ac87a7fff', '8aa831364a67fff', '8aa831ace76ffff', '8aa831ac8697fff', '8aa831ac838ffff', '8aa831acb797fff', '8aa831acaa07fff', '8aa831364a6ffff', '8aa831aca127fff', '8aa831aca017fff', '8aa831ac8617fff', '8aa831aca2dffff', '8aa831acb4a7fff', '8aa831aca157fff', '8aa831acb597fff', '8aa831aca2b7fff', '8aa831aca2f7fff', '8aa831ac8727fff', '8aa831aca2e7fff', '8aa83136495ffff', '8aa831ac8777fff', '8aa831ace25ffff', '8aa831acb8c7fff', '8aa831acaceffff', '8aa831acb177fff', '8aa831aca827fff', '8aa831acb4affff', '8aa831acbd27fff', '8aa831ac879ffff', '8aa831acbcaffff', '8aa831ac8597fff', '8aa831acb42ffff', '8aa831acb55ffff', '8aa831ac80d7fff', '8aa831ace667fff', '8aa831aca2affff', '8aa831acb4f7fff', '8aa831ac84affff', '8aa831acb127fff', '8aa831acb59ffff', '8aa831acb78ffff', '8aa831ac84cffff', '8aa831ace74ffff', '8aa831364967fff', '8aa831aca117fff', '8aa831ac861ffff', '8aa831aca2effff', '8aa831acb46ffff', '8aa831364baffff', '8aa831acb017fff', '8aa831aca86ffff', '8aa83136494ffff', '8aa831acbd97fff', '8aa831aca88ffff', '8aa831364a37fff', '8aa831ace38ffff', '8aa83136491ffff', '8aa831acbd2ffff', '8aa831acb1a7fff', '8aa831aca247fff', '8aa831ac86e7fff', '8aa831acbceffff', '8aa831364aeffff', '8aa831acaa67fff', '8aa831364b47fff', '8aa831364ba7fff', '8aa831aca8d7fff', '8aa831acbd4ffff', '8aa831acaacffff', '8aa831acb99ffff', '8aa831ac8427fff', '8aa831acb917fff', '8aa831acb927fff', '8aa831aca177fff', '8aa831acaa4ffff', '8aa831acbc1ffff', '8aa831ace747fff', '8aa831aca877fff', '8aa831364957fff', '8aa831ac84b7fff', '8aa831acab8ffff', '8aa831ac84d7fff', '8aa831ace24ffff', '8aa831acab27fff', '8aa831aca1a7fff', '8aa831aca1b7fff', '8aa831364857fff', '8aa831ac844ffff', '8aa831acb457fff', '8aa831aca2cffff', '8aa831ac9597fff', '8aa831364b67fff', '8aa831ac86b7fff', '8aa831aca22ffff', '8aa831acb967fff', '8aa831acb487fff', '8aa831acb8f7fff', '8aa831364807fff', '8aa831aca837fff', '8aa831acbda7fff', '8aa831ace2e7fff', '8aa83136482ffff', '8aa831acb427fff', '8aa831aca077fff', '8aa831acaaf7fff', '8aa831ac872ffff', '8aa831acb527fff', '8aa831ac875ffff', '8aa831ac848ffff', '8aa831aca99ffff', '8aa831ace3b7fff', '8aa831ac85b7fff', '8aa831aca907fff', '8aa831364a5ffff', '8aa831acb8b7fff', '8aa831acb54ffff', '8aa831aca3a7fff', '8aa831364867fff', '8aa831acbc6ffff', '8aa831aca957fff', '8aa831ace2dffff', '8aa831ac868ffff', '8aa831ac8517fff', '8aa831acab67fff', '8aa831aca057fff', '8aa831acb5b7fff', '8aa831acb727fff', '8aa831ace75ffff', '8aa831acbcdffff', '8aa831364a2ffff', '8aa831ac840ffff', '8aa831acb01ffff', '8aa831364b37fff', '8aa831aca01ffff', '8aa831acb6a7fff', '8aa831acb477fff', '8aa831acb58ffff', '8aa831acb1affff', '8aa831acac4ffff', '8aa831acb827fff', '8aa831364917fff', '8aa831364b6ffff', '8aa831aca15ffff', '8aa831ac82cffff', '8aa831aca377fff', '8aa831acb19ffff', '8aa831acbccffff', '8aa831ace657fff', '8aa831ac8797fff', '8aa831aca84ffff', '8aa831ac80b7fff', '8aa831acaa0ffff', '8aa831acbc67fff', '8aa831ace627fff', '8aa831acbd0ffff', '8aa83136492ffff', '8aa831acb80ffff', '8aa831364a17fff', '8aa831acab6ffff', '8aa831acabaffff', '8aa831acb7affff', '8aa831ac80cffff', '8aa831acac47fff', '8aa831364827fff', '8aa831aca0cffff', '8aa831acb7a7fff', '8aa831ac809ffff', '8aa831364b07fff', '8aa831aca237fff', '8aa831acb187fff', '8aa831acaae7fff', '8aa831aca817fff', '8aa831acb197fff', '8aa831acaa87fff', '8aa831ac85a7fff', '8aa831ac876ffff', '8aa831aca277fff', '8aa831ac8717fff', '8aa831aca357fff', '8aa831ac82d7fff', '8aa831ac846ffff', '8aa83136480ffff', '8aa831aca887fff', '8aa831ace64ffff', '8aa831acaa57fff', '8aa831ac8477fff', '8aa831ac829ffff', '8aa831ace26ffff', '8aa831aca31ffff', '8aa831acaa9ffff', '8aa831acb737fff', '8aa831aca00ffff', '8aa831ac86cffff', '8aa831acaba7fff', '8aa831aca91ffff', '8aa831acbd37fff', '8aa831acab1ffff', '8aa83136485ffff', '8aa831aca947fff', '8aa831aca0c7fff', '8aa831acb117fff', '8aa831acab47fff', '8aa831ac855ffff', '8aa831aca967fff', '8aa831acb4cffff', '8aa831ac851ffff', '8aa831acb807fff', '8aa831aca227fff', '8aa831aca307fff', '8aa831ac84effff', '8aa831aca34ffff', '8aa831acb44ffff', '8aa831acb567fff', '8aa831acb98ffff', '8aa831ace2cffff', '8aa831aca257fff', '8aa831ac8447fff', '8aa831acb417fff', '8aa831acbcb7fff', '8aa831aca90ffff', '8aa831aca047fff', '8aa831aca217fff', '8aa831acbc17fff', '8aa831acaa5ffff', '8aa831acaa37fff', '8aa831aca85ffff', '8aa831ac8607fff', '8aa831ac8457fff', '8aa831ac8627fff', '8aa831acbdaffff', '8aa831acb40ffff', '8aa831ac84e7fff', '8aa831acab37fff', '8aa831aca66ffff', '8aa831acb497fff', '8aa831ac869ffff', '8aa831aca107fff', '8aa831aca297fff', '8aa831acbd6ffff', '8aa831ac82f7fff', '8aa831ac86affff', '8aa831acb717fff', '8aa831acbd07fff', '8aa831364b1ffff', '8aa831ac8287fff', '8aa831aca287fff', '8aa831364a27fff', '8aa831ac8507fff', '8aa831acb49ffff', '8aa831ac84f7fff', '8aa831acb4c7fff', '8aa831acad4ffff', '8aa831ac874ffff', '8aa831acb837fff', '8aa831aca16ffff', '8aa831ac8637fff', '8aa831ace357fff', '8aa831aca0f7fff', '8aa831ace277fff', '8aa831acb587fff', '8aa831ac86a7fff', '8aa831acbca7fff', '8aa831ace317fff', '8aa831acb517fff', '8aa831acb907fff', '8aa831aca20ffff', '8aa831ac8097fff', '8aa831acb707fff', '8aa831acbd77fff', '8aa831ace767fff', '8aa831ace207fff', '8aa831acb7b7fff', '8aa831acb557fff', '8aa831aca3affff', '8aa831364bb7fff', '8aa831ac845ffff', '8aa831acaadffff', '8aa831ac8407fff', '8aa831365da7fff', '8aa831ac852ffff', '8aa831ac86dffff', '8aa831364b87fff', '8aa831ac841ffff', '8aa831ace227fff', '8aa831acb6b7fff', '8aa831ac80c7fff', '8aa831364937fff', '8aa831acbc37fff', '8aa831aca19ffff', '8aa831acbc8ffff', '8aa831aca007fff', '8aa831acbd17fff', '8aa831acaac7fff', '8aa831acaa77fff', '8aa831acbd67fff', '8aa83136490ffff', '8aa831aca167fff', '8aa831acb437fff', '8aa831ac859ffff', '8aa831acb087fff', '8aa831acb10ffff', '8aa831aca897fff', '8aa831ac871ffff', '8aa831acb687fff', '8aa831ace20ffff', '8aa831ac8397fff', '8aa831acbd5ffff', '8aa831ace2effff', '8aa831aca747fff', '8aa831acb82ffff', '8aa831aca8affff', '8aa831acab77fff', '8aa831ace28ffff', '8aa831acbcc7fff', '8aa831ac8737fff', '8aa831acab07fff', '8aa831acb9b7fff', '8aa831acac2ffff', '8aa831acbdb7fff', '8aa831ac828ffff', '8aa831ace677fff', '8aa831ace39ffff', '8aa831acb4dffff', '8aa831acb507fff', '8aa831ace287fff', '8aa831364a77fff', '8aa831ac84c7fff', '8aa831aca76ffff', '8aa831aca8a7fff', '8aa831aca26ffff', '8aa831ac82e7fff', '8aa831acbc87fff', '8aa831aca767fff', '8aa831acab17fff', '8aa831acb887fff', '8aa83136484ffff', '8aa831acb08ffff', '8aa831acaaaffff', '8aa831aca327fff', '8aa831ac8677fff', '8aa831acbd1ffff', '8aa831aca04ffff', '8aa831ace237fff', '8aa831acb50ffff', '8aa831acb537fff', '8aa831aca147fff', '8aa831aca867fff', '8aa831ac8297fff', '8aa831ac821ffff', '8aa831ac854ffff', '8aa831aca29ffff', '8aa831364947fff', '8aa831ace2affff', '8aa831ace257fff', '8aa831aca347fff', '8aa831aca05ffff', '8aa831acac6ffff', '8aa831ac8747fff', '8aa831ace22ffff', '8aa831acaaeffff', '8aa831acbc57fff', '8aa831aca847fff', '8aa831364b27fff', '8aa831aca81ffff', '8aa831aca2a7fff', '8aa831aca807fff', '8aa831acb097fff', '8aa831acaaa7fff', '8aa831acab9ffff', '8aa831ac808ffff', '8aa831aca10ffff', '8aa831ac8707fff', '8aa831aca14ffff', '8aa831acb8e7fff', '8aa831364b17fff', '8aa831ac86f7fff', '8aa831aca387fff', '8aa831ac850ffff', '8aa831acb9affff', '8aa831364ae7fff', '8aa831acb4e7fff', '8aa831365d97fff', '8aa831ace29ffff', '8aa831ace387fff', '8aa831aca137fff', '8aa831ac82a7fff', '8aa831aca037fff', '8aa831acb877fff', '8aa831acbc27fff', '8aa831aca857fff', '8aa831aca9b7fff', '8aa831ac8577fff', '8aa831ac864ffff', '8aa831acb987fff', '8aa831364b8ffff', '8aa831ac8087fff', '8aa831aca35ffff', '8aa831acb697fff', '8aa831aca94ffff', '8aa831364b2ffff', '8aa831aca397fff', '8aa831acab2ffff', '8aa831ac86c7fff', '8aa831acb0a7fff', '8aa831ac8497fff', '8aa831acaa47fff', '8aa831364a57fff', '8aa831aca2c7fff', '8aa831ac839ffff', '8aa831acb407fff', '8aa831acb0b7fff', '8aa831aca21ffff', '8aa831ac8417fff', '8aa831acb95ffff', '8aa831acb007fff', '8aa831ac86d7fff', '8aa831aca80ffff', '8aa831acbd87fff', '8aa831acbd57fff', '8aa831aca06ffff', '8aa831aca89ffff', '8aa831aca74ffff', '8aa831aca8effff', '8aa831acb92ffff', '8aa831ace21ffff', '8aa831aca027fff', '8aa831acab0ffff', '8aa831acb547fff', '8aa831aca8e7fff', '8aa831aca8dffff', '8aa831acb027fff', '8aa831acac67fff', '8aa831acb52ffff', '8aa831acb91ffff', '8aa831364a1ffff', '8aa831acb81ffff', '8aa831acbcd7fff', '8aa831acb8d7fff', '8aa831ace35ffff', '8aa831ac825ffff', '8aa831aca02ffff', '8aa831aca267fff', '8aa831ac84dffff', '8aa831ac95b7fff', '8aa831ace267fff', '8aa831acbc9ffff', '8aa831acbc97fff', '8aa831aca25ffff', '8aa831acac57fff', '8aa831acb9a7fff', '8aa831aca36ffff', '8aa831acad5ffff', '8aa831ace397fff', '8aa831acb1b7fff', '8aa831ac87affff', '8aa831aca977fff', '8aa831acb957fff', '8aa831ac8757fff', '8aa831364b57fff', '8aa831acbce7fff', '8aa831ac82c7fff', '8aa831aca9a7fff', '8aa831ace0cffff', '8aa831ace247fff', '8aa831acbc47fff', '8aa831ace2a7fff', '8aa831acb447fff', '8aa831acb897fff', '8aa831364a47fff', '8aa831365db7fff', '8aa831ac84a7fff', '8aa831acb467fff', '8aa831acb8affff', '8aa831acb5a7fff', '8aa831aca987fff', '8aa831ace2c7fff', '8aa831364b5ffff', '8aa831aca3b7fff', '8aa831ac8257fff', '8aa831acac0ffff', '8aa831acb89ffff', '8aa831ac870ffff', '8aa831acbcf7fff', '8aa831aca12ffff', '8aa831ac8467fff', '8aa831aca917fff', '8aa831acaa2ffff', '8aa831acaad7fff', '8aa831aca24ffff', '8aa831aca0e7fff', '8aa831acaab7fff', '8aa831acb937fff', '8aa831aca207fff', '8aa831aca28ffff', '8aa831acb90ffff', '8aa831aca0effff', '8aa831acb12ffff', '8aa831aca32ffff', '8aa831364907fff', '8aa831364977fff', '8aa831364a4ffff', '8aa831acbc5ffff', '8aa831ac878ffff', '8aa831acab4ffff', '8aa831364b0ffff', '8aa831aca997fff', '8aa831acb577fff', '8aa831ace62ffff', '8aa831364847fff', '8aa831acb09ffff', '8aa831acb79ffff', '8aa831acab5ffff', '8aa831aca8b7fff', '8aa831aca2d7fff', '8aa831aca187fff', '8aa831ac82affff', '8aa831acb11ffff', '8aa83136486ffff', '8aa831ac8437fff', '8aa831aca937fff', '8aa831acb5affff', '8aa831acaa1ffff', '8aa831acbc77fff', '8aa831acb977fff', '8aa831acb137fff', '8aa831ace65ffff', '8aa831aca9affff', '8aa831ac8787fff', '8aa831ac866ffff', '8aa831364b77fff', '8aa831ac862ffff', '8aa831ace217fff', '8aa831acaa97fff', '8aa831aca30ffff', '8aa831aca0affff', '8aa831acb817fff', '8aa831acbd9ffff', '8aa831acb107fff', '8aa831aca8cffff', '8aa831aca11ffff', '8aa831aca82ffff', '8aa831aca067fff', '8aa831aca317fff', '8aa831ac8557fff', '8aa831acb56ffff', '8aa831acb4effff', '8aa831acb0affff', '8aa831364a07fff', '8aa831ac8657fff', '8aa831acbc07fff', '8aa831ac860ffff', '8aa831acaa6ffff', '8aa831acbd47fff', '8aa831aca96ffff', '8aa831ac8767fff', '8aa831aca8c7fff', '8aa831aca0a7fff', '8aa831acac5ffff', '8aa831ac865ffff', '8aa831aca38ffff', '8aa831acb88ffff', '8aa831aca92ffff', '8aa831364927fff', '8aa831ac82effff', '8aa831acb947fff', '8aa831ace0effff', '8aa831acb41ffff', '8aa831acbc2ffff', '8aa831aca367fff', '8aa831ace31ffff', '8aa831acab87fff', '8aa8313648effff', '8aa831ac8587fff', '8aa831ac842ffff', '8aa831aca927fff', '8aa831ac85affff', '8aa831aca8f7fff', '8aa831ac82b7fff', '8aa831acaa27fff', '8aa831ac86effff', '8aa831ac8217fff', '8aa831ace3affff', '8aa831ace2b7fff', '8aa831ace2f7fff', '8aa831aca95ffff', '8aa831ace757fff', '8aa831ac82dffff', '8aa831ac8647fff', '8aa831ac8547fff', '8aa831364a0ffff', '8aa831aca0d7fff', '8aa831acaa8ffff', '8aa831aca1affff', '8aa831ac8667fff', '8aa831ac87b7fff', '8aa831acb8dffff', '8aa831ace647fff', '8aa831aca64ffff', '8aa831ace3a7fff', '8aa831ac8487fff', '8aa831acb037fff', '8aa831acab97fff', '8aa831acb997fff', '8aa831aca39ffff', '8aa831acb48ffff', '8aa831364b4ffff', '8aa831acbd8ffff', '8aa831acab57fff', '8aa831aca98ffff', '8aa83136496ffff', '8aa831ace297fff', '8aa831ace66ffff', '8aa831aca0dffff', '8aa831acb51ffff', '8aa831acb787fff']"
